Restaurant_id,City,Cuisine Style,Ranking,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA
id_6062,Geneva,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",1183.0,$$ - $$$,69.0,"[['Just a pizza', 'Friendly staff, Great food'], ['09/08/2017', '05/02/2017']]",/Restaurant_Review-g188057-d2722685-Reviews-Trattoria_dei_Trulli-Geneva.html,d2722685
id_6063,Vienna,['Chinese'],3142.0,,2.0,"[['Change of owner', 'Artistic edible creations'], ['01/17/2017', '11/20/2013']]",/Restaurant_Review-g190454-d5528728-Reviews-China_Restaurant_Tian_Tin-Vienna.html,d5528728
id_6064,Vienna,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly']",525.0,$$ - $$$,53.0,"[['Always great to go back!', 'Simply amazing quality'], ['12/19/2017', '10/13/2017']]",/Restaurant_Review-g190454-d6642570-Reviews-Okra_Sushi_Grill-Vienna.html,d6642570
id_6065,Krakow,,609.0,,19.0,"[['Great little find', 'Great find'], ['12/02/2017', '09/28/2016']]",/Restaurant_Review-g274772-d8462621-Reviews-Sezony-Krakow_Lesser_Poland_Province_Southern_Poland.html,d8462621
id_6066,Madrid,,7288.0,,2.0,"[[], []]",/Restaurant_Review-g187514-d11921672-Reviews-Cerveceria_Garber-Madrid.html,d11921672
id_6067,Barcelona,['Mediterranean'],6208.0,$,5.0,"[[], []]",/Restaurant_Review-g187497-d1381410-Reviews-Drassanes_Restaurant-Barcelona_Catalonia.html,d1381410
id_6068,Zurich,['Italian'],1103.0,$$ - $$$,10.0,"[['Not so good', 'Fun bar with good food'], ['11/07/2016', '03/03/2016']]",/Restaurant_Review-g188113-d6400551-Reviews-Bar_Incontro-Zurich.html,d6400551
id_6069,Budapest,"['Cafe', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options']",499.0,$$ - $$$,38.0,"[['Good place for a delicious breakfast', 'OMG! I wanna eat the whole menu...'], ['12/22/2017', '08/13/2017']]",/Restaurant_Review-g274887-d8408047-Reviews-Torokmez-Budapest_Central_Hungary.html,d8408047
id_6070,Oslo,"['Italian', 'Pizza']",511.0,$$ - $$$,27.0,"[['Best pizza in Oslo', 'Best pizza in Oslo, now closed'], ['02/24/2017', '07/01/2017']]",/Restaurant_Review-g190479-d10265735-Reviews-Spuntino-Oslo_Eastern_Norway.html,d10265735
id_6071,Hamburg,,2279.0,,3.0,"[[], []]",/Restaurant_Review-g187331-d10432189-Reviews-Eis_Franz-Hamburg.html,d10432189
id_6072,Munich,['Cafe'],1368.0,,3.0,"[[], []]",/Restaurant_Review-g187309-d11876327-Reviews-Minimis_Smoothie_Hot_Dog_Co-Munich_Upper_Bavaria_Bavaria.html,d11876327
id_6073,London,,11369.0,,5.0,"[['What a discovery.', 'So homely!'], ['04/17/2017', '04/13/2017']]",/Restaurant_Review-g186338-d1317909-Reviews-Zarathustra_cafe-London_England.html,d1317909
id_6074,Paris,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly']",1838.0,$$ - $$$,132.0,"[['Best place to Eat ROLL MAKI', 'Its just the look .'], ['01/04/2018', '10/07/2017']]",/Restaurant_Review-g187147-d6107524-Reviews-C_Roll_Sushi-Paris_Ile_de_France.html,d6107524
id_6075,Copenhagen,"['Scandinavian', 'Danish']",1686.0,$$ - $$$,108.0,"[['We had the shared plate of smørrebrød brun...', 'Delicious Danish sandwiches'], ['07/23/2017', '08/30/2017']]",/Restaurant_Review-g806262-d1519861-Reviews-M_G_Petersens_Familiehave-Frederiksberg_Copenhagen_Zealand.html,d1519861
id_6076,Copenhagen,"['Healthy', 'Indian', 'Vegetarian Friendly', 'Vegan Options']",475.0,$$ - $$$,104.0,"[['Good but expensive South Indian restaurant', 'Decent South indian food'], ['10/13/2017', '06/11/2017']]",/Restaurant_Review-g189541-d6528332-Reviews-The_South_Indian_Frederiksberg-Copenhagen_Zealand.html,d6528332
id_6077,London,"['Steakhouse', 'British', 'European']",4532.0,$$ - $$$,42.0,"[['Competent Steak', 'Nice place for lunch or dinner'], ['12/07/2017', '12/02/2017']]",/Restaurant_Review-g186338-d11903874-Reviews-Smiths_of_Smithfield_Cannon_Street-London_England.html,d11903874
id_6078,Lisbon,['European'],3698.0,,,"[[], []]",/Restaurant_Review-g189158-d2643443-Reviews-Sabores_de_Culto-Lisbon_Lisbon_District_Central_Portugal.html,d2643443
id_6079,Paris,"['Fast Food', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",7313.0,$,10.0,"[['EXKI IS EXQUISITE !!!'], ['01/11/2017']]",/Restaurant_Review-g187147-d11978959-Reviews-EXKi_Beaugrenelle-Paris_Ile_de_France.html,d11978959
id_6080,London,"['Lebanese', 'Middle Eastern', 'Mediterranean', 'Vegetarian Friendly', 'Halal', 'Vegan Options']",10251.0,$$ - $$$,90.0,"[['Delicious Food', 'Living up to its name'], ['11/13/2017', '05/05/2017']]",/Restaurant_Review-g186338-d3898060-Reviews-Comptoir_Libanais-London_England.html,d3898060
id_6081,Paris,"['Italian', 'French']",11038.0,,6.0,"[[], []]",/Restaurant_Review-g187147-d2493385-Reviews-Chez_Michelangelo-Paris_Ile_de_France.html,d2493385
id_6082,Paris,"['French', 'European']",7216.0,$$ - $$$,152.0,"[['Our last option', 'Night cruise in Paris'], ['10/17/2017', '10/04/2017']]",/Restaurant_Review-g187147-d3467396-Reviews-Paris_en_Scene-Paris_Ile_de_France.html,d3467396
id_6083,Warsaw,,715.0,,7.0,"[['The best bar', 'Cool Atmosphere, Cool beer, Cool People.'], ['10/21/2017', '07/07/2017']]",/Restaurant_Review-g274856-d11671181-Reviews-Piekna_Mery-Warsaw_Mazovia_Province_Central_Poland.html,d11671181
id_6084,Paris,['Japanese'],13602.0,,5.0,"[[], []]",/Restaurant_Review-g187147-d8726870-Reviews-Ayama-Paris_Ile_de_France.html,d8726870
id_6085,London,"['Soups', 'Cafe', 'Fast Food']",10205.0,$,16.0,"[['Some nice porridge', 'better than the usual coffee/sandwich chai...'], ['06/29/2017', '06/23/2017']]",/Restaurant_Review-g186338-d7735318-Reviews-Eat-London_England.html,d7735318
id_6086,Berlin,['Cafe'],5946.0,,,"[['Nice little restaurant'], ['11/19/2014']]",/Restaurant_Review-g187323-d6816839-Reviews-Soba-Berlin.html,d6816839
id_6087,Edinburgh,"['British', 'Scottish', 'European']",1097.0,$$ - $$$,69.0,"[['Excellent food', 'Afternoon Tea'], ['12/30/2017', '12/13/2017']]",/Restaurant_Review-g186525-d2141711-Reviews-Cranston_s_Restaurant-Edinburgh_Scotland.html,d2141711
id_6088,London,"['Middle Eastern', 'Persian', 'Halal', 'Vegetarian Friendly']",10281.0,$,19.0,"[['Delicious meatballs', 'Quality & Authentic Persian cuisine'], ['05/28/2016', '04/15/2016']]",/Restaurant_Review-g186338-d6418772-Reviews-Dindin_Kitchen-London_England.html,d6418772
id_6089,Paris,"['Cafe', 'French', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1765.0,$$ - $$$,45.0,"[['Best Vegan Food', 'Best vegan brunch of my life'], ['12/21/2017', '12/03/2017']]",/Restaurant_Review-g187147-d11910626-Reviews-Cloud_Cakes-Paris_Ile_de_France.html,d11910626
id_6090,Madrid,['Italian'],4099.0,,,"[[], []]",/Restaurant_Review-g187514-d13091986-Reviews-Lauricca-Madrid.html,d13091986
id_6091,London,"['Caribbean', 'Jamaican']",10033.0,$$ - $$$,90.0,"[['some tweaking needed', 'Over priced, very average food'], ['05/14/2017', '02/13/2017']]",/Restaurant_Review-g186338-d2009411-Reviews-Ayanna_s_London-London_England.html,d2009411
id_6092,Paris,,10311.0,,3.0,"[['Natural, delicious popsicles in great loca...'], ['09/05/2017']]",/Restaurant_Review-g187147-d12568465-Reviews-La_Paleteria-Paris_Ile_de_France.html,d12568465
id_6093,Paris,"['Mexican', 'Latin', 'Central American', 'Vegetarian Friendly', 'Vegan Options']",1410.0,$$ - $$$,196.0,"[[""Nice decorations & staff, taco's missed th..."", 'Great tacos'], ['12/31/2017', '08/05/2017']]",/Restaurant_Review-g187147-d8143212-Reviews-Distrito_Frances-Paris_Ile_de_France.html,d8143212
id_6094,Dublin,"['Irish', 'Bar', 'European', 'Pub']",1692.0,$$ - $$$,308.0,"[['lovely setting', 'Nice on a sunny evening but do not sit ins...'], ['10/04/2017', '09/27/2017']]",/Restaurant_Review-g186605-d2435425-Reviews-Pygmalion_Restaurant_Bar-Dublin_County_Dublin.html,d2435425
id_6095,London,"['Chinese', 'Asian']",13354.0,$$ - $$$,32.0,"[['Authentic but basic Chinese restaurant', 'Fancied a Chinese meal'], ['10/22/2017', '09/05/2017']]",/Restaurant_Review-g186338-d11862682-Reviews-Lin_s_Restaurant_Bar-London_England.html,d11862682
id_6096,Milan,"['Bar', 'Brew Pub', 'Pub', 'Vegetarian Friendly']",599.0,$,147.0,"[['Nice and friendly'], ['03/08/2015']]",/Restaurant_Review-g187849-d7366244-Reviews-Colwyn_Bay_Piadineria_e_Birreria_Artigianali-Milan_Lombardy.html,d7366244
id_6097,Munich,"['Italian', 'European', 'Mediterranean', 'Vegetarian Friendly']",480.0,$$ - $$$,169.0,"[['Good food at fair prices', 'A lovely little restaurant in an area lack...'], ['10/28/2017', '08/03/2017']]",/Restaurant_Review-g187309-d3360003-Reviews-La_Romantica-Munich_Upper_Bavaria_Bavaria.html,d3360003
id_6098,Amsterdam,"['Italian', 'Pizza', 'Mediterranean']",1477.0,$$ - $$$,12.0,"[['Faultless', 'Great fresh pizza in a lovely resturabt'], ['02/13/2017', '02/05/2017']]",/Restaurant_Review-g188590-d11912769-Reviews-De_Pizzabakkers_Spaarndammer-Amsterdam_North_Holland_Province.html,d11912769
id_6099,Copenhagen,,1384.0,,23.0,"[['Hidden paradise with amazing atmosphere lo...', 'Hidden gem - traditional danish'], ['05/03/2017', '07/17/2014']]",/Restaurant_Review-g189541-d6730997-Reviews-Restaurant_Sejlklubben_Frem-Copenhagen_Zealand.html,d6730997
id_6100,Bratislava,"['Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",44.0,$$ - $$$,122.0,"[['Great stylish Chinese Restaurant', 'As good as in China'], ['02/25/2018', '02/20/2018']]",/Restaurant_Review-g274924-d740036-Reviews-Jasmin-Bratislava_Bratislava_Region.html,d740036
id_6101,Barcelona,['Japanese'],634.0,$$ - $$$,31.0,"[['Just perfect!', 'Best sushi in Barcelona'], ['01/03/2018', '12/18/2017']]",/Restaurant_Review-g187497-d13163030-Reviews-Kibotaberna-Barcelona_Catalonia.html,d13163030
id_6102,Paris,['American'],2293.0,$,42.0,"[['Such a cool place!', 'A great find'], ['01/05/2018', '12/22/2016']]",/Restaurant_Review-g187147-d10494505-Reviews-Rosaparks-Paris_Ile_de_France.html,d10494505
id_6103,Warsaw,"['Eastern European', 'Georgian']",810.0,$,5.0,"[['Delicious'], ['09/14/2017']]",/Restaurant_Review-g274856-d12847309-Reviews-Chinkalnia_Warszawa-Warsaw_Mazovia_Province_Central_Poland.html,d12847309
id_6104,Madrid,['American'],7283.0,,2.0,"[[], []]",/Restaurant_Review-g187514-d12713456-Reviews-Five_Guys-Madrid.html,d12713456
id_6105,Hamburg,['Indian'],2421.0,,8.0,"[['Not bad', 'Quick and friendly-served Indian dishes'], ['04/09/2013', '07/17/2008']]",/Restaurant_Review-g187331-d980733-Reviews-Shikara_Quick-Hamburg.html,d980733
id_6106,London,"['Fast Food', 'Cafe']",6693.0,$,13.0,"[['Always good', 'taste delicious'], ['12/04/2017', '07/19/2017']]",/Restaurant_Review-g186338-d10100981-Reviews-Pret_a_Manger-London_England.html,d10100981
id_6107,Barcelona,,3739.0,,2.0,"[[], []]",/Restaurant_Review-g187497-d13275145-Reviews-Xurreria_Les_Palmeres-Barcelona_Catalonia.html,d13275145
id_6108,Warsaw,"['Steakhouse', 'Grill', 'Mediterranean']",580.0,$$ - $$$,23.0,"[['Potential Plus', 'Excellent steak - very bright future if a...'], ['07/13/2017', '06/30/2017']]",/Restaurant_Review-g274856-d12320847-Reviews-Chill_n_Grill-Warsaw_Mazovia_Province_Central_Poland.html,d12320847
id_6109,Rome,,5947.0,,18.0,"[['small place, great service, delicious food...', 'A place which is not made to tourist'], ['05/03/2016', '02/05/2016']]",/Restaurant_Review-g187791-d5895707-Reviews-Pizza_Tata-Rome_Lazio.html,d5895707
id_6110,Lyon,"['Japanese', 'Sushi', 'Asian']",299.0,$$ - $$$,127.0,"[['Lovely Japanese restaurant', 'Absolutely fantastic!!'], ['10/28/2017', '10/03/2017']]",/Restaurant_Review-g187265-d1322336-Reviews-Noboru-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d1322336
id_6111,Hamburg,['Spanish'],1426.0,$$ - $$$,11.0,"[['Perfect 👌🏻', 'Tapas good, long waiting time that evening'], ['09/12/2016', '07/11/2013']]",/Restaurant_Review-g187331-d2264517-Reviews-LunaSel-Hamburg.html,d2264517
id_6112,Berlin,,4056.0,,6.0,"[['Best frozen yogurt in Schöneberg'], ['07/24/2013']]",/Restaurant_Review-g187323-d2144235-Reviews-Miss_Zucker-Berlin.html,d2144235
id_6113,Madrid,"['Spanish', 'European']",3674.0,$$ - $$$,127.0,"[['Local traditional breakfast', 'Free paella with drink on Sunday!'], ['09/05/2017', '08/11/2017']]",/Restaurant_Review-g187514-d3344555-Reviews-O_Faro_Finisterre-Madrid.html,d3344555
id_6114,Barcelona,"['Italian', 'Mediterranean', 'European', 'Vegan Options', 'Vegetarian Friendly', 'Gluten Free Options']",1338.0,$$ - $$$,156.0,"[['Nice italian!', 'A wonderful lunch break'], ['12/15/2017', '10/03/2017']]",/Restaurant_Review-g187497-d8138509-Reviews-A_Casa_Mia_Trattoria-Barcelona_Catalonia.html,d8138509
id_6115,Oslo,,371.0,,23.0,"[['Good for breakfast', 'Worth finding'], ['09/01/2017', '08/16/2017']]",/Restaurant_Review-g190479-d9728793-Reviews-La_Baguette-Oslo_Eastern_Norway.html,d9728793
id_6116,Berlin,['Cajun & Creole'],4307.0,$$ - $$$,15.0,"[['Excellent place to take a break.', 'Tasty'], ['10/25/2016', '12/10/2014']]",/Restaurant_Review-g187323-d1422326-Reviews-Restaurant_Galerie-Berlin.html,d1422326
id_6117,Madrid,,3737.0,,14.0,"[['Have been there more than once; for breakf...'], ['11/12/2015']]",/Restaurant_Review-g187514-d8354021-Reviews-Albuche-Madrid.html,d8354021
id_6118,Lisbon,"['European', 'Portuguese']",2857.0,$$ - $$$,,"[[], []]",/Restaurant_Review-g189158-d11825506-Reviews-Alecrim_do_Bairro-Lisbon_Lisbon_District_Central_Portugal.html,d11825506
id_6119,Madrid,,5833.0,,,"[[], []]",/Restaurant_Review-g187514-d12225612-Reviews-Cafeteria_Creperie_Karinas-Madrid.html,d12225612
id_6120,London,"['Bar', 'British', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",3984.0,$$ - $$$,584.0,"[['It’s good if you want something simple.', 'Pre-theatre deal'], ['11/05/2017', '07/29/2017']]",/Restaurant_Review-g186338-d733547-Reviews-Tiger_Tiger-London_England.html,d733547
id_6121,Brussels,['French'],115.0,$$$$,185.0,"[['Possibly my new favorite in Brussels', 'Nice surprise in Brussels'], ['12/18/2016', '07/27/2016']]",/Restaurant_Review-g188644-d814383-Reviews-Le_Divin_Caprice-Brussels.html,d814383
id_6122,Oporto,"['Seafood', 'European', 'Portuguese']",1393.0,$$ - $$$,150.0,"[['Group decision based on distance from hote...', 'Late dinner on a Saturday'], ['08/03/2017', '12/09/2017']]",/Restaurant_Review-g189180-d2711423-Reviews-Convivio-Porto_Porto_District_Northern_Portugal.html,d2711423
id_6123,Madrid,,7128.0,,4.0,"[[], []]",/Restaurant_Review-g187514-d4844111-Reviews-Delina_s-Madrid.html,d4844111
id_6124,Madrid,,3988.0,,,"[[], []]",/Restaurant_Review-g187514-d9720461-Reviews-Leonidas-Madrid.html,d9720461
id_6125,Amsterdam,"['Steakhouse', 'Bar', 'Barbecue', 'Argentinean']",499.0,$$ - $$$,739.0,"[['A Very Popular Steakhouse', 'Good for money'], ['12/11/2017', '11/12/2017']]",/Restaurant_Review-g188590-d2161078-Reviews-Rancho_Argentinian_Grill-Amsterdam_North_Holland_Province.html,d2161078
id_6126,Hamburg,"['German', 'European', 'Soups', 'Central European', 'Contemporary']",268.0,$,35.0,"[['Nice', 'Very tasty'], ['11/13/2017', '08/04/2017']]",/Restaurant_Review-g187331-d2445506-Reviews-GOOT_Finest_Cuts-Hamburg.html,d2445506
id_6127,Milan,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",984.0,$$ - $$$,35.0,"[['Wonderful experience!', 'Nice place for lunch'], ['08/21/2017', '07/06/2017']]",/Restaurant_Review-g187849-d12178763-Reviews-Belledonne_Cafe-Milan_Lombardy.html,d12178763
id_6128,Prague,"['European', 'Czech']",2342.0,$$ - $$$,8.0,"[['Very nice environment, good for business l...'], ['03/02/2016']]",/Restaurant_Review-g274707-d4605118-Reviews-Patium-Prague_Bohemia.html,d4605118
id_6129,Berlin,"['German', 'International']",6123.0,$$ - $$$,35.0,"[['Lunch'], ['02/18/2017']]",/Restaurant_Review-g187323-d8753639-Reviews-Mutter_Lustig-Berlin.html,d8753639
id_6130,Stockholm,['Indian'],2332.0,$$ - $$$,20.0,"[['Ordinary food', 'We enjoyed a good Take-away'], ['07/06/2017', '05/06/2015']]",/Restaurant_Review-g189852-d8045175-Reviews-Lagan_Restaurang-Stockholm.html,d8045175
id_6131,Paris,,13427.0,,88.0,"[[""If you're in a mood for dancing..."", 'Suprised at poor reviews - I thought it wa...'], ['05/27/2017', '10/31/2017']]",/Restaurant_Review-g187147-d1322615-Reviews-La_Pachanga-Paris_Ile_de_France.html,d1322615
id_6132,Hamburg,['German'],2582.0,,25.0,"[['Nice bar and pretty good pub food.', 'Average food, acceptable'], ['04/01/2016', '06/26/2015']]",/Restaurant_Review-g187331-d838387-Reviews-November_Bergedorf-Hamburg.html,d838387
id_6133,Rome,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",1608.0,$$ - $$$,502.0,"[['Very Good Food with Excellent Service', 'True Roman food'], ['11/26/2017', '10/02/2017']]",/Restaurant_Review-g187791-d802820-Reviews-Hostaria_Da_Pietro-Rome_Lazio.html,d802820
id_6134,Paris,"['French', 'Bar', 'Cafe', 'European', 'Pub']",6031.0,$$ - $$$,55.0,"[['Nice little place to enjoy and meal and th...', 'Overrated!'], ['04/29/2017', '05/31/2017']]",/Restaurant_Review-g187147-d3389257-Reviews-La_Grisette-Paris_Ile_de_France.html,d3389257
id_6135,Dublin,"['American', 'Fast Food', 'Diner']",1349.0,$$ - $$$,200.0,"[['Slightly dissapointing..', 'How long will you make me wait'], ['12/23/2017', '12/03/2017']]",/Restaurant_Review-g186605-d4556949-Reviews-Eddie_Rocket_s_City_Diner-Dublin_County_Dublin.html,d4556949
id_6136,London,"['Spanish', 'Grill', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",144.0,$$ - $$$,275.0,"[['Best Restaurant Since Pied a Terre', 'In the dark of the night, there was a brig...'], ['01/07/2018', '12/22/2017']]",/Restaurant_Review-g186338-d10746198-Reviews-Eneko_at_One_Aldwych-London_England.html,d10746198
id_6137,Lisbon,"['Mediterranean', 'European', 'Portuguese', 'Vegetarian Friendly', 'Vegan Options']",323.0,$$ - $$$,81.0,"[['Muito Bom! Fantastic lunch at Rendezvous', 'Great food and drinks'], ['02/14/2018', '12/09/2017']]",/Restaurant_Review-g189158-d10025218-Reviews-RendezVous-Lisbon_Lisbon_District_Central_Portugal.html,d10025218
id_6138,London,,15914.0,,2.0,"[['Hot, stuffy and overpriced...but okay if y...', 'Abysmal Stock Control'], ['04/28/2015', '11/14/2014']]",/Restaurant_Review-g186338-d7231041-Reviews-The_Place_to_Eat-London_England.html,d7231041
id_6139,Barcelona,"['Seafood', 'Mediterranean', 'European', 'Spanish', 'Soups', 'Vegetarian Friendly', 'Gluten Free Options']",454.0,$$ - $$$,886.0,"[['Good Paella', 'Wonderful by chance'], ['10/12/2017', '10/07/2017']]",/Restaurant_Review-g187497-d1584126-Reviews-La_Mar_Salada-Barcelona_Catalonia.html,d1584126
id_6140,Madrid,"['Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",3053.0,$$ - $$$,148.0,"[['Good service and clean', 'Chinese fusion cuisine - ok to try if you...'], ['11/21/2017', '05/23/2017']]",/Restaurant_Review-g187514-d4748208-Reviews-Restaurante_Te_Oriental-Madrid.html,d4748208
id_6141,Paris,"['French', 'European', 'Wine Bar', 'Vegetarian Friendly']",10458.0,$$ - $$$,79.0,"[['Very good', 'Vins, tartines & assiettes'], ['12/06/2017', '09/18/2017']]",/Restaurant_Review-g187147-d2649941-Reviews-Le_Petit_Jacob-Paris_Ile_de_France.html,d2649941
id_6142,Oporto,"['European', 'Portuguese']",567.0,$,16.0,"[['The best food!', 'Great experience'], ['10/31/2017', '10/10/2017']]",/Restaurant_Review-g189180-d12950164-Reviews-Porto_A_Prova-Porto_Porto_District_Northern_Portugal.html,d12950164
id_6143,Copenhagen,,1102.0,,20.0,"[['Fantastic Fishcake', 'Adequate'], ['07/08/2017', '04/30/2016']]",/Restaurant_Review-g189541-d1222345-Reviews-Restaurant_Flakfortet-Copenhagen_Zealand.html,d1222345
id_6144,Copenhagen,"['European', 'Scandinavian', 'Danish']",282.0,$$ - $$$,245.0,"[['One of the best for Danish open sandwiches', ""Traditional Danish lunch at it's finest""], ['12/27/2017', '12/04/2017']]",/Restaurant_Review-g189541-d793806-Reviews-Gitte_Kik-Copenhagen_Zealand.html,d793806
id_6145,Madrid,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",1267.0,$$ - $$$,90.0,"[['Superb authentic Indian food', 'Superb Authentic Indian Cusine'], ['03/27/2017', '02/09/2017']]",/Restaurant_Review-g187514-d10030909-Reviews-Kundan_Indian_Restaurant-Madrid.html,d10030909
id_6146,London,"['Japanese', 'Vegan Options', 'Vegetarian Friendly', 'Gluten Free Options']",5099.0,$$$$,63.0,"[['Food excellent but if you want a table the...', 'Lunch at Kaia'], ['10/21/2017', '10/16/2017']]",/Restaurant_Review-g186338-d12383364-Reviews-The_Kaia-London_England.html,d12383364
id_6147,Dublin,"['American', 'Bar', 'Pub', 'Irish']",854.0,$$ - $$$,75.0,"[['Nice cosy pub', 'Very nice place in Swords'], ['12/17/2017', '10/07/2017']]",/Restaurant_Review-g186605-d3843397-Reviews-The_Cock_Tavern-Dublin_County_Dublin.html,d3843397
id_6148,Budapest,"['European', 'Hungarian']",1098.0,,11.0,"[['A little gem in the Castle District', 'Tiny Bar with Great Craft Beer Selection'], ['08/12/2017', '06/11/2017']]",/Restaurant_Review-g274887-d3667975-Reviews-Macskako_Kavezo-Budapest_Central_Hungary.html,d3667975
id_6149,Milan,['Italian'],1355.0,$$ - $$$,230.0,"[['Very nice place for a family', 'Perfect day with kids'], ['06/18/2017', '08/29/2017']]",/Restaurant_Review-g187849-d3458715-Reviews-Agriturismo_Ranza-Milan_Lombardy.html,d3458715
id_6150,Copenhagen,"['American', 'Steakhouse', 'Bar', 'European', 'Pub']",261.0,$$ - $$$,82.0,"[['Tasty food, great staff', 'Good Food and Service'], ['01/06/2018', '12/11/2017']]",/Restaurant_Review-g189541-d10304035-Reviews-Boston_Grill_Mayfair-Copenhagen_Zealand.html,d10304035
id_6151,Amsterdam,"['Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",662.0,$,96.0,"[[""This is what A'dam needs!"", 'Excellent place'], ['01/01/2018', '12/30/2017']]",/Restaurant_Review-g188590-d7625562-Reviews-Betty_Blue_Amsterdam-Amsterdam_North_Holland_Province.html,d7625562
id_6152,Milan,['Pizza'],5786.0,$$ - $$$,13.0,"[[], []]",/Restaurant_Review-g187849-d10202895-Reviews-La_Bottega_Della_Pizza-Milan_Lombardy.html,d10202895
id_6153,Berlin,"['Italian', 'French', 'German', 'Austrian', 'European']",2862.0,$$$$,4.0,"[[], []]",/Restaurant_Review-g187323-d10509018-Reviews-Weinhandlung_neungrad-Berlin.html,d10509018
id_6154,Geneva,"['European', 'Central European']",970.0,,2.0,"[['Best cheese cake in Geneva', 'Simple food, quaint location, excellent se...'], ['12/15/2015', '10/09/2014']]",/Restaurant_Review-g188057-d7262552-Reviews-Central_Park_Cafe-Geneva.html,d7262552
id_6155,Milan,"['Chinese', 'Bar', 'Cafe', 'Asian']",2565.0,$,16.0,"[['No surprise', 'Best Chinese restaurant I ever tried? Sure...'], ['10/27/2017', '01/06/2018']]",/Restaurant_Review-g187849-d12909117-Reviews-Mr_Car_Restaurant-Milan_Lombardy.html,d12909117
id_6156,Rome,"['Italian', 'Pizza', 'Fast Food', 'Mediterranean', 'Gastropub', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",399.0,$,580.0,"[['Down to earth & Good food', 'A great success'], ['12/31/2017', '12/06/2017']]",/Restaurant_Review-g187791-d6155762-Reviews-Bottega_Rocchi-Rome_Lazio.html,d6155762
id_6157,Lisbon,"['Seafood', 'Mediterranean', 'European', 'Portuguese']",3599.0,$$ - $$$,210.0,"[['Uncaring Owner and Vinegar Soaked Pork', ""Keep on walking and don't fall for the tra...""], ['01/07/2018', '11/13/2017']]",/Restaurant_Review-g189158-d2484404-Reviews-Restaurante_Marisqueira_Popular-Lisbon_Lisbon_District_Central_Portugal.html,d2484404
id_6158,London,"['Indian', 'Asian', 'Nepali', 'Vegetarian Friendly']",8755.0,$$ - $$$,59.0,"[['Really romantic', 'Surprisingly Good'], ['12/08/2017', '09/25/2017']]",/Restaurant_Review-g186338-d1382013-Reviews-Gurkha_s_Inn-London_England.html,d1382013
id_6159,Berlin,['Asian'],3720.0,$,16.0,"[['Cheap and tasty', 'Very good food sushi with low price'], ['08/14/2017', '01/02/2017']]",/Restaurant_Review-g187323-d7199694-Reviews-Kim_Long_Asia-Berlin.html,d7199694
id_6160,Vienna,,2080.0,,4.0,"[['Tasty coffee', 'Great craft coffee'], ['02/04/2016', '01/03/2016']]",/Restaurant_Review-g190454-d8811820-Reviews-Kaffeemodul-Vienna.html,d8811820
id_6161,Madrid,"['Mediterranean', 'Spanish']",4460.0,,6.0,"[['Great home made food!'], ['07/11/2017']]",/Restaurant_Review-g187514-d9680964-Reviews-Nat_s_LunchBox-Madrid.html,d9680964
id_6162,Paris,['French'],4841.0,$$ - $$$,18.0,"[['Traditional', 'Lovely friendly restaurant off the beaten...'], ['10/08/2017', '05/07/2017']]",/Restaurant_Review-g187147-d2428775-Reviews-Lou_Cantou-Paris_Ile_de_France.html,d2428775
id_6163,London,"['Bar', 'British', 'Pub', 'Mexican', 'Vegetarian Friendly']",2906.0,$$ - $$$,127.0,"[['Sunday roasts, dogs and a beautiful patio!', 'Good Sunday roast!'], ['12/27/2017', '12/03/2017']]",/Restaurant_Review-g186338-d785010-Reviews-The_Selkirk_SW17-London_England.html,d785010
id_6164,Vienna,,2607.0,,3.0,"[['Super', 'Could be your favorite bar'], ['11/10/2017', '07/20/2017']]",/Restaurant_Review-g190454-d7933918-Reviews-Kreisky_Bar-Vienna.html,d7933918
id_6165,Stockholm,,1987.0,,11.0,"[['Relaxed feeling, excellent coffee', 'Not a place to rest but nice coffee'], ['02/01/2017', '09/21/2016']]",/Restaurant_Review-g189852-d5953076-Reviews-Barista_Gotgatan-Stockholm.html,d5953076
id_6166,London,['British'],6200.0,$,45.0,"[['Very good food. Highly recommended.', 'Delicious Pies well served!'], ['09/08/2017', '05/10/2017']]",/Restaurant_Review-g186338-d3350991-Reviews-Pieminister-London_England.html,d3350991
